"start","end","downloads","package"
2017-07-01,2017-07-31,2463,"ash"
2017-08-01,2017-08-31,2164,"ash"
2017-09-01,2017-09-30,2965,"ash"
2017-10-01,2017-10-31,3025,"ash"
2017-11-01,2017-11-30,2958,"ash"
2017-12-01,2017-12-31,2167,"ash"
2018-01-01,2018-01-31,2826,"ash"
2018-02-01,2018-02-28,3082,"ash"
2018-03-01,2018-03-31,3354,"ash"
2018-04-01,2018-04-30,3939,"ash"
2018-05-01,2018-05-31,4244,"ash"
2018-06-01,2018-06-30,3248,"ash"
2018-07-01,2018-07-31,3176,"ash"
2018-08-01,2018-08-31,2912,"ash"
2018-09-01,2018-09-30,4519,"ash"
2018-10-01,2018-10-31,4715,"ash"
2018-11-01,2018-11-30,4536,"ash"
2018-12-01,2018-12-31,3804,"ash"
2019-01-01,2019-01-31,4534,"ash"
2019-02-01,2019-02-28,5638,"ash"
2019-03-01,2019-03-31,5272,"ash"
2019-04-01,2019-04-30,5595,"ash"
2019-05-01,2019-05-31,6652,"ash"
2019-06-01,2019-06-30,4974,"ash"
2019-07-01,2019-07-31,5121,"ash"
2019-08-01,2019-08-31,4788,"ash"
2019-09-01,2019-09-30,6078,"ash"
2019-10-01,2019-10-31,6400,"ash"
2019-11-01,2019-11-30,5618,"ash"
2019-12-01,2019-12-31,5219,"ash"
2020-01-01,2020-01-31,6304,"ash"
2020-02-01,2020-02-29,6293,"ash"
2020-03-01,2020-03-31,6505,"ash"
2020-04-01,2020-04-30,6775,"ash"
2020-05-01,2020-05-07,1249,"ash"
2015-01-01,2015-01-31,801,"aspace"
2015-02-01,2015-02-28,711,"aspace"
2015-03-01,2015-03-31,815,"aspace"
2015-04-01,2015-04-30,949,"aspace"
2015-05-01,2015-05-31,779,"aspace"
2015-06-01,2015-06-30,688,"aspace"
2015-07-01,2015-07-31,607,"aspace"
2015-08-01,2015-08-31,701,"aspace"
2015-09-01,2015-09-30,704,"aspace"
2015-10-01,2015-10-31,805,"aspace"
2015-11-01,2015-11-30,732,"aspace"
2015-12-01,2015-12-31,792,"aspace"
2016-01-01,2016-01-31,629,"aspace"
2016-02-01,2016-02-29,659,"aspace"
2016-03-01,2016-03-31,579,"aspace"
2016-04-01,2016-04-30,553,"aspace"
2016-05-01,2016-05-31,619,"aspace"
2016-06-01,2016-06-30,560,"aspace"
2016-07-01,2016-07-31,625,"aspace"
2016-08-01,2016-08-31,561,"aspace"
2016-09-01,2016-09-30,584,"aspace"
2016-10-01,2016-10-31,673,"aspace"
2016-11-01,2016-11-30,764,"aspace"
2016-12-01,2016-12-31,396,"aspace"
2017-01-01,2017-01-31,571,"aspace"
2017-02-01,2017-02-28,435,"aspace"
2017-03-01,2017-03-31,571,"aspace"
2017-04-01,2017-04-30,745,"aspace"
2017-05-01,2017-05-31,546,"aspace"
2017-06-01,2017-06-30,496,"aspace"
2017-07-01,2017-07-31,529,"aspace"
2017-08-01,2017-08-31,520,"aspace"
2017-09-01,2017-09-30,579,"aspace"
2017-10-01,2017-10-31,572,"aspace"
2017-11-01,2017-11-30,679,"aspace"
2017-12-01,2017-12-31,332,"aspace"
2018-01-01,2018-01-31,447,"aspace"
2018-02-01,2018-02-28,589,"aspace"
2018-03-01,2018-03-31,420,"aspace"
2018-04-01,2018-04-30,581,"aspace"
2018-05-01,2018-05-31,517,"aspace"
2018-06-01,2018-06-30,410,"aspace"
2018-07-01,2018-07-31,453,"aspace"
2018-08-01,2018-08-31,405,"aspace"
2018-09-01,2018-09-30,885,"aspace"
2018-10-01,2018-10-31,770,"aspace"
2018-11-01,2018-11-30,1059,"aspace"
2018-12-01,2018-12-31,601,"aspace"
2019-01-01,2019-01-31,769,"aspace"
2019-02-01,2019-02-28,663,"aspace"
2019-03-01,2019-03-31,880,"aspace"
2019-04-01,2019-04-30,937,"aspace"
2019-05-01,2019-05-31,1396,"aspace"
2019-06-01,2019-06-30,708,"aspace"
2019-07-01,2019-07-31,1010,"aspace"
2019-08-01,2019-08-31,826,"aspace"
2019-09-01,2019-09-30,863,"aspace"
2019-10-01,2019-10-31,894,"aspace"
2019-11-01,2019-11-30,878,"aspace"
2019-12-01,2019-12-31,1082,"aspace"
2020-01-01,2020-01-31,1501,"aspace"
2020-02-01,2020-02-29,1263,"aspace"
2020-03-01,2020-03-31,1174,"aspace"
2020-04-01,2020-04-30,1313,"aspace"
2020-05-01,2020-05-07,237,"aspace"
2015-01-01,2015-01-31,1369,"automap"
2015-02-01,2015-02-28,1424,"automap"
2015-03-01,2015-03-31,1716,"automap"
2015-04-01,2015-04-30,1968,"automap"
2015-05-01,2015-05-31,1803,"automap"
2015-06-01,2015-06-30,1649,"automap"
2015-07-01,2015-07-31,1456,"automap"
2015-08-01,2015-08-31,1471,"automap"
2015-09-01,2015-09-30,1429,"automap"
2015-10-01,2015-10-31,1870,"automap"
2015-11-01,2015-11-30,1816,"automap"
2015-12-01,2015-12-31,1477,"automap"
2016-01-01,2016-01-31,1482,"automap"
2016-02-01,2016-02-29,1776,"automap"
2016-03-01,2016-03-31,1596,"automap"
2016-04-01,2016-04-30,1561,"automap"
2016-05-01,2016-05-31,1990,"automap"
2016-06-01,2016-06-30,1736,"automap"
2016-07-01,2016-07-31,1468,"automap"
2016-08-01,2016-08-31,1616,"automap"
2016-09-01,2016-09-30,1938,"automap"
2016-10-01,2016-10-31,2280,"automap"
2016-11-01,2016-11-30,2520,"automap"
2016-12-01,2016-12-31,2178,"automap"
2017-01-01,2017-01-31,2260,"automap"
2017-02-01,2017-02-28,2282,"automap"
2017-03-01,2017-03-31,2381,"automap"
2017-04-01,2017-04-30,2995,"automap"
2017-05-01,2017-05-31,2919,"automap"
2017-06-01,2017-06-30,2284,"automap"
2017-07-01,2017-07-31,2113,"automap"
2017-08-01,2017-08-31,2160,"automap"
2017-09-01,2017-09-30,2313,"automap"
2017-10-01,2017-10-31,2387,"automap"
2017-11-01,2017-11-30,3028,"automap"
2017-12-01,2017-12-31,1969,"automap"
2018-01-01,2018-01-31,2085,"automap"
2018-02-01,2018-02-28,2124,"automap"
2018-03-01,2018-03-31,2547,"automap"
2018-04-01,2018-04-30,2846,"automap"
2018-05-01,2018-05-31,3143,"automap"
2018-06-01,2018-06-30,2306,"automap"
2018-07-01,2018-07-31,2162,"automap"
2018-08-01,2018-08-31,2066,"automap"
2018-09-01,2018-09-30,2813,"automap"
2018-10-01,2018-10-31,3249,"automap"
2018-11-01,2018-11-30,3555,"automap"
2018-12-01,2018-12-31,2541,"automap"
2019-01-01,2019-01-31,3372,"automap"
2019-02-01,2019-02-28,2897,"automap"
2019-03-01,2019-03-31,3940,"automap"
2019-04-01,2019-04-30,3971,"automap"
2019-05-01,2019-05-31,4582,"automap"
2019-06-01,2019-06-30,3491,"automap"
2019-07-01,2019-07-31,3647,"automap"
2019-08-01,2019-08-31,3346,"automap"
2019-09-01,2019-09-30,3886,"automap"
2019-10-01,2019-10-31,3969,"automap"
2019-11-01,2019-11-30,4117,"automap"
2019-12-01,2019-12-31,3656,"automap"
2020-01-01,2020-01-31,3947,"automap"
2020-02-01,2020-02-29,3562,"automap"
2020-03-01,2020-03-31,4260,"automap"
2020-04-01,2020-04-30,4462,"automap"
2020-05-01,2020-05-07,1008,"automap"
2015-01-01,2015-01-31,817,"CARBayes"
2015-02-01,2015-02-28,686,"CARBayes"
2015-03-01,2015-03-31,885,"CARBayes"
2015-04-01,2015-04-30,1145,"CARBayes"
2015-05-01,2015-05-31,799,"CARBayes"
2015-06-01,2015-06-30,1674,"CARBayes"
2015-07-01,2015-07-31,2424,"CARBayes"
2015-08-01,2015-08-31,3485,"CARBayes"
2015-09-01,2015-09-30,3910,"CARBayes"
2015-10-01,2015-10-31,962,"CARBayes"
2015-11-01,2015-11-30,714,"CARBayes"
2015-12-01,2015-12-31,699,"CARBayes"
2016-01-01,2016-01-31,662,"CARBayes"
2016-02-01,2016-02-29,1629,"CARBayes"
2016-03-01,2016-03-31,1246,"CARBayes"
2016-04-01,2016-04-30,1087,"CARBayes"
2016-05-01,2016-05-31,1554,"CARBayes"
2016-06-01,2016-06-30,1406,"CARBayes"
2016-07-01,2016-07-31,1240,"CARBayes"
2016-08-01,2016-08-31,1150,"CARBayes"
2016-09-01,2016-09-30,1410,"CARBayes"
2016-10-01,2016-10-31,1388,"CARBayes"
2016-11-01,2016-11-30,1452,"CARBayes"
2016-12-01,2016-12-31,1088,"CARBayes"
2017-01-01,2017-01-31,1141,"CARBayes"
2017-02-01,2017-02-28,3876,"CARBayes"
2017-03-01,2017-03-31,2261,"CARBayes"
2017-04-01,2017-04-30,2023,"CARBayes"
2017-05-01,2017-05-31,1771,"CARBayes"
2017-06-01,2017-06-30,4620,"CARBayes"
2017-07-01,2017-07-31,2021,"CARBayes"
2017-08-01,2017-08-31,1748,"CARBayes"
2017-09-01,2017-09-30,1785,"CARBayes"
2017-10-01,2017-10-31,1903,"CARBayes"
2017-11-01,2017-11-30,2113,"CARBayes"
2017-12-01,2017-12-31,1446,"CARBayes"
2018-01-01,2018-01-31,1445,"CARBayes"
2018-02-01,2018-02-28,1454,"CARBayes"
2018-03-01,2018-03-31,1858,"CARBayes"
2018-04-01,2018-04-30,1565,"CARBayes"
2018-05-01,2018-05-31,1905,"CARBayes"
2018-06-01,2018-06-30,1580,"CARBayes"
2018-07-01,2018-07-31,1539,"CARBayes"
2018-08-01,2018-08-31,1378,"CARBayes"
2018-09-01,2018-09-30,4031,"CARBayes"
2018-10-01,2018-10-31,2276,"CARBayes"
2018-11-01,2018-11-30,1159,"CARBayes"
2018-12-01,2018-12-31,3786,"CARBayes"
2019-01-01,2019-01-31,1441,"CARBayes"
2019-02-01,2019-02-28,1072,"CARBayes"
2019-03-01,2019-03-31,1445,"CARBayes"
2019-04-01,2019-04-30,1240,"CARBayes"
2019-05-01,2019-05-31,1616,"CARBayes"
2019-06-01,2019-06-30,1405,"CARBayes"
2019-07-01,2019-07-31,1513,"CARBayes"
2019-08-01,2019-08-31,1099,"CARBayes"
2019-09-01,2019-09-30,1100,"CARBayes"
2019-10-01,2019-10-31,1193,"CARBayes"
2019-11-01,2019-11-30,1163,"CARBayes"
2019-12-01,2019-12-31,1588,"CARBayes"
2020-01-01,2020-01-31,1774,"CARBayes"
2020-02-01,2020-02-29,1275,"CARBayes"
2020-03-01,2020-03-31,1881,"CARBayes"
2020-04-01,2020-04-30,1623,"CARBayes"
2020-05-01,2020-05-07,245,"CARBayes"
2016-08-01,2016-08-31,32,"cartogram"
2016-09-01,2016-09-30,226,"cartogram"
2016-10-01,2016-10-31,1258,"cartogram"
2016-11-01,2016-11-30,3603,"cartogram"
2016-12-01,2016-12-31,2292,"cartogram"
2017-01-01,2017-01-31,498,"cartogram"
2017-02-01,2017-02-28,327,"cartogram"
2017-03-01,2017-03-31,499,"cartogram"
2017-04-01,2017-04-30,679,"cartogram"
2017-05-01,2017-05-31,503,"cartogram"
2017-06-01,2017-06-30,435,"cartogram"
2017-07-01,2017-07-31,435,"cartogram"
2017-08-01,2017-08-31,438,"cartogram"
2017-09-01,2017-09-30,369,"cartogram"
2017-10-01,2017-10-31,443,"cartogram"
2017-11-01,2017-11-30,3765,"cartogram"
2017-12-01,2017-12-31,1458,"cartogram"
2018-01-01,2018-01-31,1591,"cartogram"
2018-02-01,2018-02-28,1973,"cartogram"
2018-03-01,2018-03-31,2263,"cartogram"
2018-04-01,2018-04-30,2116,"cartogram"
2018-05-01,2018-05-31,3239,"cartogram"
2018-06-01,2018-06-30,3066,"cartogram"
2018-07-01,2018-07-31,2360,"cartogram"
2018-08-01,2018-08-31,2416,"cartogram"
2018-09-01,2018-09-30,2678,"cartogram"
2018-10-01,2018-10-31,2823,"cartogram"
2018-11-01,2018-11-30,3326,"cartogram"
2018-12-01,2018-12-31,3086,"cartogram"
2019-01-01,2019-01-31,3166,"cartogram"
2019-02-01,2019-02-28,3000,"cartogram"
2019-03-01,2019-03-31,3311,"cartogram"
2019-04-01,2019-04-30,3249,"cartogram"
2019-05-01,2019-05-31,3682,"cartogram"
2019-06-01,2019-06-30,2817,"cartogram"
2019-07-01,2019-07-31,3022,"cartogram"
2019-08-01,2019-08-31,3505,"cartogram"
2019-09-01,2019-09-30,4773,"cartogram"
2019-10-01,2019-10-31,4440,"cartogram"
2019-11-01,2019-11-30,3560,"cartogram"
2019-12-01,2019-12-31,3821,"cartogram"
2020-01-01,2020-01-31,5726,"cartogram"
2020-02-01,2020-02-29,7887,"cartogram"
2020-03-01,2020-03-31,6502,"cartogram"
2020-04-01,2020-04-30,3839,"cartogram"
2020-05-01,2020-05-07,661,"cartogram"
2015-10-01,2015-10-31,427,"cartography"
2015-11-01,2015-11-30,554,"cartography"
2015-12-01,2015-12-31,397,"cartography"
2016-01-01,2016-01-31,545,"cartography"
2016-02-01,2016-02-29,495,"cartography"
2016-03-01,2016-03-31,376,"cartography"
2016-04-01,2016-04-30,330,"cartography"
2016-05-01,2016-05-31,358,"cartography"
2016-06-01,2016-06-30,597,"cartography"
2016-07-01,2016-07-31,579,"cartography"
2016-08-01,2016-08-31,557,"cartography"
2016-09-01,2016-09-30,682,"cartography"
2016-10-01,2016-10-31,941,"cartography"
2016-11-01,2016-11-30,1111,"cartography"
2016-12-01,2016-12-31,1684,"cartography"
2017-01-01,2017-01-31,1061,"cartography"
2017-02-01,2017-02-28,997,"cartography"
2017-03-01,2017-03-31,1660,"cartography"
2017-04-01,2017-04-30,1287,"cartography"
2017-05-01,2017-05-31,1049,"cartography"
2017-06-01,2017-06-30,905,"cartography"
2017-07-01,2017-07-31,989,"cartography"
2017-08-01,2017-08-31,654,"cartography"
2017-09-01,2017-09-30,3162,"cartography"
2017-10-01,2017-10-31,1536,"cartography"
2017-11-01,2017-11-30,2800,"cartography"
2017-12-01,2017-12-31,1081,"cartography"
2018-01-01,2018-01-31,1263,"cartography"
2018-02-01,2018-02-28,890,"cartography"
2018-03-01,2018-03-31,936,"cartography"
2018-04-01,2018-04-30,1309,"cartography"
2018-05-01,2018-05-31,2021,"cartography"
2018-06-01,2018-06-30,2613,"cartography"
2018-07-01,2018-07-31,1244,"cartography"
2018-08-01,2018-08-31,878,"cartography"
2018-09-01,2018-09-30,3469,"cartography"
2018-10-01,2018-10-31,2191,"cartography"
2018-11-01,2018-11-30,1963,"cartography"
2018-12-01,2018-12-31,1690,"cartography"
2019-01-01,2019-01-31,1895,"cartography"
2019-02-01,2019-02-28,2249,"cartography"
2019-03-01,2019-03-31,2253,"cartography"
2019-04-01,2019-04-30,2132,"cartography"
2019-05-01,2019-05-31,2427,"cartography"
2019-06-01,2019-06-30,1551,"cartography"
2019-07-01,2019-07-31,1867,"cartography"
2019-08-01,2019-08-31,1581,"cartography"
2019-09-01,2019-09-30,4168,"cartography"
2019-10-01,2019-10-31,7464,"cartography"
2019-11-01,2019-11-30,8729,"cartography"
2019-12-01,2019-12-31,2361,"cartography"
2020-01-01,2020-01-31,2989,"cartography"
2020-02-01,2020-02-29,3156,"cartography"
2020-03-01,2020-03-31,2706,"cartography"
2020-04-01,2020-04-30,4618,"cartography"
2020-05-01,2020-05-07,604,"cartography"
2015-01-01,2015-01-31,3174,"classInt"
2015-02-01,2015-02-28,3027,"classInt"
2015-03-01,2015-03-31,3075,"classInt"
2015-04-01,2015-04-30,3492,"classInt"
2015-05-01,2015-05-31,3303,"classInt"
2015-06-01,2015-06-30,3069,"classInt"
2015-07-01,2015-07-31,2796,"classInt"
2015-08-01,2015-08-31,2791,"classInt"
2015-09-01,2015-09-30,3230,"classInt"
2015-10-01,2015-10-31,5432,"classInt"
2015-11-01,2015-11-30,5038,"classInt"
2015-12-01,2015-12-31,3680,"classInt"
2016-01-01,2016-01-31,4146,"classInt"
2016-02-01,2016-02-29,5136,"classInt"
2016-03-01,2016-03-31,5712,"classInt"
2016-04-01,2016-04-30,4217,"classInt"
2016-05-01,2016-05-31,4815,"classInt"
2016-06-01,2016-06-30,4955,"classInt"
2016-07-01,2016-07-31,4206,"classInt"
2016-08-01,2016-08-31,4860,"classInt"
2016-09-01,2016-09-30,5982,"classInt"
2016-10-01,2016-10-31,7392,"classInt"
2016-11-01,2016-11-30,9105,"classInt"
2016-12-01,2016-12-31,6161,"classInt"
2017-01-01,2017-01-31,6977,"classInt"
2017-02-01,2017-02-28,7691,"classInt"
2017-03-01,2017-03-31,9237,"classInt"
2017-04-01,2017-04-30,14120,"classInt"
2017-05-01,2017-05-31,11562,"classInt"
2017-06-01,2017-06-30,9706,"classInt"
2017-07-01,2017-07-31,7769,"classInt"
2017-08-01,2017-08-31,7438,"classInt"
2017-09-01,2017-09-30,8716,"classInt"
2017-10-01,2017-10-31,11114,"classInt"
2017-11-01,2017-11-30,22575,"classInt"
2017-12-01,2017-12-31,15575,"classInt"
2018-01-01,2018-01-31,17634,"classInt"
2018-02-01,2018-02-28,18724,"classInt"
2018-03-01,2018-03-31,36318,"classInt"
2018-04-01,2018-04-30,66863,"classInt"
2018-05-01,2018-05-31,56874,"classInt"
2018-06-01,2018-06-30,43328,"classInt"
2018-07-01,2018-07-31,51442,"classInt"
2018-08-01,2018-08-31,45415,"classInt"
2018-09-01,2018-09-30,57010,"classInt"
2018-10-01,2018-10-31,72037,"classInt"
2018-11-01,2018-11-30,73366,"classInt"
2018-12-01,2018-12-31,63998,"classInt"
2019-01-01,2019-01-31,69645,"classInt"
2019-02-01,2019-02-28,71963,"classInt"
2019-03-01,2019-03-31,83591,"classInt"
2019-04-01,2019-04-30,92213,"classInt"
2019-05-01,2019-05-31,100889,"classInt"
2019-06-01,2019-06-30,80689,"classInt"
2019-07-01,2019-07-31,80715,"classInt"
2019-08-01,2019-08-31,102337,"classInt"
2019-09-01,2019-09-30,137595,"classInt"
2019-10-01,2019-10-31,181815,"classInt"
2019-11-01,2019-11-30,165435,"classInt"
2019-12-01,2019-12-31,128826,"classInt"
2020-01-01,2020-01-31,143738,"classInt"
2020-02-01,2020-02-29,136754,"classInt"
2020-03-01,2020-03-31,150168,"classInt"
2020-04-01,2020-04-30,202563,"classInt"
2020-05-01,2020-05-07,33889,"classInt"
2015-09-01,2015-09-30,39,"cleangeo"
2015-10-01,2015-10-31,391,"cleangeo"
2015-11-01,2015-11-30,312,"cleangeo"
2015-12-01,2015-12-31,275,"cleangeo"
2016-01-01,2016-01-31,338,"cleangeo"
2016-02-01,2016-02-29,306,"cleangeo"
2016-03-01,2016-03-31,224,"cleangeo"
2016-04-01,2016-04-30,229,"cleangeo"
2016-05-01,2016-05-31,215,"cleangeo"
2016-06-01,2016-06-30,212,"cleangeo"
2016-07-01,2016-07-31,366,"cleangeo"
2016-08-01,2016-08-31,399,"cleangeo"
2016-09-01,2016-09-30,430,"cleangeo"
2016-10-01,2016-10-31,419,"cleangeo"
2016-11-01,2016-11-30,796,"cleangeo"
2016-12-01,2016-12-31,441,"cleangeo"
2017-01-01,2017-01-31,433,"cleangeo"
2017-02-01,2017-02-28,394,"cleangeo"
2017-03-01,2017-03-31,465,"cleangeo"
2017-04-01,2017-04-30,599,"cleangeo"
2017-05-01,2017-05-31,446,"cleangeo"
2017-06-01,2017-06-30,428,"cleangeo"
2017-07-01,2017-07-31,1379,"cleangeo"
2017-08-01,2017-08-31,477,"cleangeo"
2017-09-01,2017-09-30,491,"cleangeo"
2017-10-01,2017-10-31,520,"cleangeo"
2017-11-01,2017-11-30,427,"cleangeo"
2017-12-01,2017-12-31,355,"cleangeo"
2018-01-01,2018-01-31,498,"cleangeo"
2018-02-01,2018-02-28,526,"cleangeo"
2018-03-01,2018-03-31,474,"cleangeo"
2018-04-01,2018-04-30,522,"cleangeo"
2018-05-01,2018-05-31,484,"cleangeo"
2018-06-01,2018-06-30,402,"cleangeo"
2018-07-01,2018-07-31,465,"cleangeo"
2018-08-01,2018-08-31,427,"cleangeo"
2018-09-01,2018-09-30,652,"cleangeo"
2018-10-01,2018-10-31,716,"cleangeo"
2018-11-01,2018-11-30,681,"cleangeo"
2018-12-01,2018-12-31,552,"cleangeo"
2019-01-01,2019-01-31,718,"cleangeo"
2019-02-01,2019-02-28,734,"cleangeo"
2019-03-01,2019-03-31,1059,"cleangeo"
2019-04-01,2019-04-30,893,"cleangeo"
2019-05-01,2019-05-31,1121,"cleangeo"
2019-06-01,2019-06-30,689,"cleangeo"
2019-07-01,2019-07-31,930,"cleangeo"
2019-08-01,2019-08-31,1061,"cleangeo"
2019-09-01,2019-09-30,889,"cleangeo"
2019-10-01,2019-10-31,830,"cleangeo"
2019-11-01,2019-11-30,754,"cleangeo"
2019-12-01,2019-12-31,1238,"cleangeo"
2020-01-01,2020-01-31,1247,"cleangeo"
2020-02-01,2020-02-29,1121,"cleangeo"
2020-03-01,2020-03-31,1101,"cleangeo"
2020-04-01,2020-04-30,1242,"cleangeo"
2020-05-01,2020-05-07,198,"cleangeo"
2015-01-01,2015-01-31,644,"CompRandFld"
2015-02-01,2015-02-28,745,"CompRandFld"
2015-03-01,2015-03-31,788,"CompRandFld"
2015-04-01,2015-04-30,774,"CompRandFld"
2015-05-01,2015-05-31,593,"CompRandFld"
2015-06-01,2015-06-30,522,"CompRandFld"
2015-07-01,2015-07-31,444,"CompRandFld"
2015-08-01,2015-08-31,530,"CompRandFld"
2015-09-01,2015-09-30,475,"CompRandFld"
2015-10-01,2015-10-31,535,"CompRandFld"
2015-11-01,2015-11-30,563,"CompRandFld"
2015-12-01,2015-12-31,410,"CompRandFld"
2016-01-01,2016-01-31,461,"CompRandFld"
2016-02-01,2016-02-29,447,"CompRandFld"
2016-03-01,2016-03-31,359,"CompRandFld"
2016-04-01,2016-04-30,333,"CompRandFld"
2016-05-01,2016-05-31,385,"CompRandFld"
2016-06-01,2016-06-30,329,"CompRandFld"
2016-07-01,2016-07-31,395,"CompRandFld"
2016-08-01,2016-08-31,312,"CompRandFld"
2016-09-01,2016-09-30,380,"CompRandFld"
2016-10-01,2016-10-31,383,"CompRandFld"
2016-11-01,2016-11-30,449,"CompRandFld"
2016-12-01,2016-12-31,333,"CompRandFld"
2017-01-01,2017-01-31,324,"CompRandFld"
2017-02-01,2017-02-28,266,"CompRandFld"
2017-03-01,2017-03-31,328,"CompRandFld"
2017-04-01,2017-04-30,562,"CompRandFld"
2017-05-01,2017-05-31,348,"CompRandFld"
2017-06-01,2017-06-30,305,"CompRandFld"
2017-07-01,2017-07-31,442,"CompRandFld"
2017-08-01,2017-08-31,268,"CompRandFld"
2017-09-01,2017-09-30,359,"CompRandFld"
2017-10-01,2017-10-31,349,"CompRandFld"
2017-11-01,2017-11-30,316,"CompRandFld"
2017-12-01,2017-12-31,224,"CompRandFld"
2018-01-01,2018-01-31,299,"CompRandFld"
2018-02-01,2018-02-28,319,"CompRandFld"
2018-03-01,2018-03-31,265,"CompRandFld"
2018-04-01,2018-04-30,442,"CompRandFld"
2018-05-01,2018-05-31,335,"CompRandFld"
2018-06-01,2018-06-30,3536,"CompRandFld"
2018-07-01,2018-07-31,439,"CompRandFld"
2018-08-01,2018-08-31,296,"CompRandFld"
2018-09-01,2018-09-30,710,"CompRandFld"
2018-10-01,2018-10-31,656,"CompRandFld"
2018-11-01,2018-11-30,629,"CompRandFld"
2018-12-01,2018-12-31,504,"CompRandFld"
2019-01-01,2019-01-31,668,"CompRandFld"
2019-02-01,2019-02-28,553,"CompRandFld"
2019-03-01,2019-03-31,743,"CompRandFld"
2019-04-01,2019-04-30,666,"CompRandFld"
2019-05-01,2019-05-31,1123,"CompRandFld"
2019-06-01,2019-06-30,509,"CompRandFld"
2019-07-01,2019-07-31,798,"CompRandFld"
2019-08-01,2019-08-31,640,"CompRandFld"
2019-09-01,2019-09-30,711,"CompRandFld"
2019-10-01,2019-10-31,759,"CompRandFld"
2019-11-01,2019-11-30,670,"CompRandFld"
2019-12-01,2019-12-31,828,"CompRandFld"
2020-01-01,2020-01-31,1721,"CompRandFld"
2020-02-01,2020-02-29,979,"CompRandFld"
2020-03-01,2020-03-31,827,"CompRandFld"
2020-04-01,2020-04-30,994,"CompRandFld"
2020-05-01,2020-05-07,178,"CompRandFld"
2015-01-01,2015-01-31,605,"constrainedKriging"
2015-02-01,2015-02-28,541,"constrainedKriging"
2015-03-01,2015-03-31,638,"constrainedKriging"
2015-04-01,2015-04-30,665,"constrainedKriging"
2015-05-01,2015-05-31,781,"constrainedKriging"
2015-06-01,2015-06-30,633,"constrainedKriging"
2015-07-01,2015-07-31,463,"constrainedKriging"
2015-08-01,2015-08-31,568,"constrainedKriging"
2015-09-01,2015-09-30,516,"constrainedKriging"
2015-10-01,2015-10-31,578,"constrainedKriging"
2015-11-01,2015-11-30,529,"constrainedKriging"
2015-12-01,2015-12-31,439,"constrainedKriging"
2016-01-01,2016-01-31,529,"constrainedKriging"
2016-02-01,2016-02-29,512,"constrainedKriging"
2016-03-01,2016-03-31,490,"constrainedKriging"
2016-04-01,2016-04-30,368,"constrainedKriging"
2016-05-01,2016-05-31,369,"constrainedKriging"
2016-06-01,2016-06-30,367,"constrainedKriging"
2016-07-01,2016-07-31,433,"constrainedKriging"
2016-08-01,2016-08-31,348,"constrainedKriging"
2016-09-01,2016-09-30,532,"constrainedKriging"
2016-10-01,2016-10-31,436,"constrainedKriging"
2016-11-01,2016-11-30,437,"constrainedKriging"
2016-12-01,2016-12-31,324,"constrainedKriging"
2017-01-01,2017-01-31,365,"constrainedKriging"
2017-02-01,2017-02-28,322,"constrainedKriging"
2017-03-01,2017-03-31,386,"constrainedKriging"
2017-04-01,2017-04-30,563,"constrainedKriging"
2017-05-01,2017-05-31,441,"constrainedKriging"
2017-06-01,2017-06-30,303,"constrainedKriging"
2017-07-01,2017-07-31,414,"constrainedKriging"
2017-08-01,2017-08-31,293,"constrainedKriging"
2017-09-01,2017-09-30,347,"constrainedKriging"
2017-10-01,2017-10-31,372,"constrainedKriging"
2017-11-01,2017-11-30,354,"constrainedKriging"
2017-12-01,2017-12-31,198,"constrainedKriging"
2018-01-01,2018-01-31,339,"constrainedKriging"
2018-02-01,2018-02-28,297,"constrainedKriging"
2018-03-01,2018-03-31,368,"constrainedKriging"
2018-04-01,2018-04-30,418,"constrainedKriging"
2018-05-01,2018-05-31,378,"constrainedKriging"
2018-06-01,2018-06-30,275,"constrainedKriging"
2018-07-01,2018-07-31,341,"constrainedKriging"
2018-08-01,2018-08-31,239,"constrainedKriging"
2018-09-01,2018-09-30,654,"constrainedKriging"
2018-10-01,2018-10-31,688,"constrainedKriging"
2018-11-01,2018-11-30,564,"constrainedKriging"
2018-12-01,2018-12-31,461,"constrainedKriging"
2019-01-01,2019-01-31,659,"constrainedKriging"
2019-02-01,2019-02-28,605,"constrainedKriging"
2019-03-01,2019-03-31,681,"constrainedKriging"
2019-04-01,2019-04-30,713,"constrainedKriging"
2019-05-01,2019-05-31,1124,"constrainedKriging"
2019-06-01,2019-06-30,567,"constrainedKriging"
2019-07-01,2019-07-31,840,"constrainedKriging"
2019-08-01,2019-08-31,638,"constrainedKriging"
2019-09-01,2019-09-30,713,"constrainedKriging"
2019-10-01,2019-10-31,789,"constrainedKriging"
2019-11-01,2019-11-30,668,"constrainedKriging"
2019-12-01,2019-12-31,979,"constrainedKriging"
2020-01-01,2020-01-31,1318,"constrainedKriging"
2020-02-01,2020-02-29,884,"constrainedKriging"
2020-03-01,2020-03-31,792,"constrainedKriging"
2020-04-01,2020-04-30,957,"constrainedKriging"
2020-05-01,2020-05-07,164,"constrainedKriging"
2015-01-01,2015-01-31,776,"cshapes"
2015-02-01,2015-02-28,683,"cshapes"
2015-03-01,2015-03-31,817,"cshapes"
2015-04-01,2015-04-30,947,"cshapes"
2015-05-01,2015-05-31,792,"cshapes"
2015-06-01,2015-06-30,978,"cshapes"
2015-07-01,2015-07-31,578,"cshapes"
2015-08-01,2015-08-31,779,"cshapes"
