"start","end","downloads","package"
2019-05-01,2019-05-31,5240,"rnaturalearth"
2019-06-01,2019-06-30,4142,"rnaturalearth"
2019-07-01,2019-07-31,4580,"rnaturalearth"
2019-08-01,2019-08-31,4235,"rnaturalearth"
2019-09-01,2019-09-30,4901,"rnaturalearth"
2019-10-01,2019-10-31,5881,"rnaturalearth"
2019-11-01,2019-11-30,6536,"rnaturalearth"
2019-12-01,2019-12-31,5516,"rnaturalearth"
2020-01-01,2020-01-31,6535,"rnaturalearth"
2020-02-01,2020-02-29,8161,"rnaturalearth"
2020-03-01,2020-03-31,12195,"rnaturalearth"
2020-04-01,2020-04-30,10706,"rnaturalearth"
2020-05-01,2020-05-07,2071,"rnaturalearth"
2015-01-01,2015-01-31,927,"RNetCDF"
2015-02-01,2015-02-28,868,"RNetCDF"
2015-03-01,2015-03-31,867,"RNetCDF"
2015-04-01,2015-04-30,1102,"RNetCDF"
2015-05-01,2015-05-31,1219,"RNetCDF"
2015-06-01,2015-06-30,1153,"RNetCDF"
2015-07-01,2015-07-31,1080,"RNetCDF"
2015-08-01,2015-08-31,1049,"RNetCDF"
2015-09-01,2015-09-30,1014,"RNetCDF"
2015-10-01,2015-10-31,1148,"RNetCDF"
2015-11-01,2015-11-30,1089,"RNetCDF"
2015-12-01,2015-12-31,966,"RNetCDF"
2016-01-01,2016-01-31,1393,"RNetCDF"
2016-02-01,2016-02-29,2554,"RNetCDF"
2016-03-01,2016-03-31,1958,"RNetCDF"
2016-04-01,2016-04-30,1654,"RNetCDF"
2016-05-01,2016-05-31,1915,"RNetCDF"
2016-06-01,2016-06-30,1975,"RNetCDF"
2016-07-01,2016-07-31,1670,"RNetCDF"
2016-08-01,2016-08-31,1528,"RNetCDF"
2016-09-01,2016-09-30,2066,"RNetCDF"
2016-10-01,2016-10-31,1635,"RNetCDF"
2016-11-01,2016-11-30,1992,"RNetCDF"
2016-12-01,2016-12-31,1295,"RNetCDF"
2017-01-01,2017-01-31,1683,"RNetCDF"
2017-02-01,2017-02-28,1822,"RNetCDF"
2017-03-01,2017-03-31,1993,"RNetCDF"
2017-04-01,2017-04-30,1752,"RNetCDF"
2017-05-01,2017-05-31,1902,"RNetCDF"
2017-06-01,2017-06-30,1673,"RNetCDF"
2017-07-01,2017-07-31,1517,"RNetCDF"
2017-08-01,2017-08-31,1296,"RNetCDF"
2017-09-01,2017-09-30,1286,"RNetCDF"
2017-10-01,2017-10-31,3524,"RNetCDF"
2017-11-01,2017-11-30,2179,"RNetCDF"
2017-12-01,2017-12-31,1328,"RNetCDF"
2018-01-01,2018-01-31,1552,"RNetCDF"
2018-02-01,2018-02-28,1425,"RNetCDF"
2018-03-01,2018-03-31,1510,"RNetCDF"
2018-04-01,2018-04-30,1707,"RNetCDF"
2018-05-01,2018-05-31,1587,"RNetCDF"
2018-06-01,2018-06-30,1302,"RNetCDF"
2018-07-01,2018-07-31,1388,"RNetCDF"
2018-08-01,2018-08-31,1266,"RNetCDF"
2018-09-01,2018-09-30,1917,"RNetCDF"
2018-10-01,2018-10-31,5136,"RNetCDF"
2018-11-01,2018-11-30,12752,"RNetCDF"
2018-12-01,2018-12-31,8029,"RNetCDF"
2019-01-01,2019-01-31,3664,"RNetCDF"
2019-02-01,2019-02-28,3731,"RNetCDF"
2019-03-01,2019-03-31,5601,"RNetCDF"
2019-04-01,2019-04-30,6024,"RNetCDF"
2019-05-01,2019-05-31,4889,"RNetCDF"
2019-06-01,2019-06-30,3226,"RNetCDF"
2019-07-01,2019-07-31,3921,"RNetCDF"
2019-08-01,2019-08-31,3513,"RNetCDF"
2019-09-01,2019-09-30,3545,"RNetCDF"
2019-10-01,2019-10-31,9209,"RNetCDF"
2019-11-01,2019-11-30,5126,"RNetCDF"
2019-12-01,2019-12-31,4133,"RNetCDF"
2020-01-01,2020-01-31,4811,"RNetCDF"
2020-02-01,2020-02-29,4293,"RNetCDF"
2020-03-01,2020-03-31,4210,"RNetCDF"
2020-04-01,2020-04-30,4488,"RNetCDF"
2020-05-01,2020-05-07,1255,"RNetCDF"
2016-08-01,2016-08-31,63,"rpostgis"
2016-09-01,2016-09-30,311,"rpostgis"
2016-10-01,2016-10-31,331,"rpostgis"
2016-11-01,2016-11-30,399,"rpostgis"
2016-12-01,2016-12-31,325,"rpostgis"
2017-01-01,2017-01-31,1383,"rpostgis"
2017-02-01,2017-02-28,334,"rpostgis"
2017-03-01,2017-03-31,524,"rpostgis"
2017-04-01,2017-04-30,517,"rpostgis"
2017-05-01,2017-05-31,890,"rpostgis"
2017-06-01,2017-06-30,400,"rpostgis"
2017-07-01,2017-07-31,537,"rpostgis"
2017-08-01,2017-08-31,394,"rpostgis"
2017-09-01,2017-09-30,374,"rpostgis"
2017-10-01,2017-10-31,393,"rpostgis"
2017-11-01,2017-11-30,380,"rpostgis"
2017-12-01,2017-12-31,499,"rpostgis"
2018-01-01,2018-01-31,454,"rpostgis"
2018-02-01,2018-02-28,441,"rpostgis"
2018-03-01,2018-03-31,379,"rpostgis"
2018-04-01,2018-04-30,523,"rpostgis"
2018-05-01,2018-05-31,426,"rpostgis"
2018-06-01,2018-06-30,314,"rpostgis"
2018-07-01,2018-07-31,324,"rpostgis"
2018-08-01,2018-08-31,451,"rpostgis"
2018-09-01,2018-09-30,724,"rpostgis"
2018-10-01,2018-10-31,793,"rpostgis"
2018-11-01,2018-11-30,922,"rpostgis"
2018-12-01,2018-12-31,635,"rpostgis"
2019-01-01,2019-01-31,813,"rpostgis"
2019-02-01,2019-02-28,656,"rpostgis"
2019-03-01,2019-03-31,789,"rpostgis"
2019-04-01,2019-04-30,896,"rpostgis"
2019-05-01,2019-05-31,1264,"rpostgis"
2019-06-01,2019-06-30,598,"rpostgis"
2019-07-01,2019-07-31,847,"rpostgis"
2019-08-01,2019-08-31,695,"rpostgis"
2019-09-01,2019-09-30,875,"rpostgis"
2019-10-01,2019-10-31,879,"rpostgis"
2019-11-01,2019-11-30,994,"rpostgis"
2019-12-01,2019-12-31,1056,"rpostgis"
2020-01-01,2020-01-31,1175,"rpostgis"
2020-02-01,2020-02-29,1096,"rpostgis"
2020-03-01,2020-03-31,1123,"rpostgis"
2020-04-01,2020-04-30,1647,"rpostgis"
2020-05-01,2020-05-07,215,"rpostgis"
2015-01-01,2015-01-31,6808,"RPostgreSQL"
2015-02-01,2015-02-28,3882,"RPostgreSQL"
2015-03-01,2015-03-31,4494,"RPostgreSQL"
2015-04-01,2015-04-30,6382,"RPostgreSQL"
2015-05-01,2015-05-31,6714,"RPostgreSQL"
2015-06-01,2015-06-30,8854,"RPostgreSQL"
2015-07-01,2015-07-31,10299,"RPostgreSQL"
2015-08-01,2015-08-31,9518,"RPostgreSQL"
2015-09-01,2015-09-30,10455,"RPostgreSQL"
2015-10-01,2015-10-31,9222,"RPostgreSQL"
2015-11-01,2015-11-30,10952,"RPostgreSQL"
2015-12-01,2015-12-31,8700,"RPostgreSQL"
2016-01-01,2016-01-31,9558,"RPostgreSQL"
2016-02-01,2016-02-29,12669,"RPostgreSQL"
2016-03-01,2016-03-31,11371,"RPostgreSQL"
2016-04-01,2016-04-30,8889,"RPostgreSQL"
2016-05-01,2016-05-31,15201,"RPostgreSQL"
2016-06-01,2016-06-30,13611,"RPostgreSQL"
2016-07-01,2016-07-31,14630,"RPostgreSQL"
2016-08-01,2016-08-31,12606,"RPostgreSQL"
2016-09-01,2016-09-30,14115,"RPostgreSQL"
2016-10-01,2016-10-31,14956,"RPostgreSQL"
2016-11-01,2016-11-30,16050,"RPostgreSQL"
2016-12-01,2016-12-31,14059,"RPostgreSQL"
2017-01-01,2017-01-31,16214,"RPostgreSQL"
2017-02-01,2017-02-28,17246,"RPostgreSQL"
2017-03-01,2017-03-31,19432,"RPostgreSQL"
2017-04-01,2017-04-30,19054,"RPostgreSQL"
2017-05-01,2017-05-31,18603,"RPostgreSQL"
2017-06-01,2017-06-30,23537,"RPostgreSQL"
2017-07-01,2017-07-31,20640,"RPostgreSQL"
2017-08-01,2017-08-31,20149,"RPostgreSQL"
2017-09-01,2017-09-30,20112,"RPostgreSQL"
2017-10-01,2017-10-31,20317,"RPostgreSQL"
2017-11-01,2017-11-30,20818,"RPostgreSQL"
2017-12-01,2017-12-31,19100,"RPostgreSQL"
2018-01-01,2018-01-31,28968,"RPostgreSQL"
2018-02-01,2018-02-28,19699,"RPostgreSQL"
2018-03-01,2018-03-31,22614,"RPostgreSQL"
2018-04-01,2018-04-30,40683,"RPostgreSQL"
2018-05-01,2018-05-31,38728,"RPostgreSQL"
2018-06-01,2018-06-30,23178,"RPostgreSQL"
2018-07-01,2018-07-31,22846,"RPostgreSQL"
2018-08-01,2018-08-31,20786,"RPostgreSQL"
2018-09-01,2018-09-30,30388,"RPostgreSQL"
2018-10-01,2018-10-31,39731,"RPostgreSQL"
2018-11-01,2018-11-30,35631,"RPostgreSQL"
2018-12-01,2018-12-31,32681,"RPostgreSQL"
2019-01-01,2019-01-31,35389,"RPostgreSQL"
2019-02-01,2019-02-28,35994,"RPostgreSQL"
2019-03-01,2019-03-31,37690,"RPostgreSQL"
2019-04-01,2019-04-30,36713,"RPostgreSQL"
2019-05-01,2019-05-31,35878,"RPostgreSQL"
2019-06-01,2019-06-30,36510,"RPostgreSQL"
2019-07-01,2019-07-31,46446,"RPostgreSQL"
2019-08-01,2019-08-31,48451,"RPostgreSQL"
2019-09-01,2019-09-30,67448,"RPostgreSQL"
2019-10-01,2019-10-31,53678,"RPostgreSQL"
2019-11-01,2019-11-30,50962,"RPostgreSQL"
2019-12-01,2019-12-31,54155,"RPostgreSQL"
2020-01-01,2020-01-31,58406,"RPostgreSQL"
2020-02-01,2020-02-29,54476,"RPostgreSQL"
2020-03-01,2020-03-31,49873,"RPostgreSQL"
2020-04-01,2020-04-30,50586,"RPostgreSQL"
2020-05-01,2020-05-07,9408,"RPostgreSQL"
2015-01-01,2015-01-31,541,"RPyGeo"
2015-02-01,2015-02-28,401,"RPyGeo"
2015-03-01,2015-03-31,440,"RPyGeo"
2015-04-01,2015-04-30,517,"RPyGeo"
2015-05-01,2015-05-31,437,"RPyGeo"
2015-06-01,2015-06-30,407,"RPyGeo"
2015-07-01,2015-07-31,322,"RPyGeo"
2015-08-01,2015-08-31,369,"RPyGeo"
2015-09-01,2015-09-30,363,"RPyGeo"
2015-10-01,2015-10-31,416,"RPyGeo"
2015-11-01,2015-11-30,357,"RPyGeo"
2015-12-01,2015-12-31,308,"RPyGeo"
2016-01-01,2016-01-31,323,"RPyGeo"
2016-02-01,2016-02-29,328,"RPyGeo"
2016-03-01,2016-03-31,249,"RPyGeo"
2016-04-01,2016-04-30,180,"RPyGeo"
2016-05-01,2016-05-31,234,"RPyGeo"
2016-06-01,2016-06-30,210,"RPyGeo"
2016-07-01,2016-07-31,217,"RPyGeo"
2016-08-01,2016-08-31,159,"RPyGeo"
2016-09-01,2016-09-30,218,"RPyGeo"
2016-10-01,2016-10-31,226,"RPyGeo"
2016-11-01,2016-11-30,224,"RPyGeo"
2016-12-01,2016-12-31,171,"RPyGeo"
2017-01-01,2017-01-31,197,"RPyGeo"
2017-02-01,2017-02-28,154,"RPyGeo"
2017-03-01,2017-03-31,191,"RPyGeo"
2017-04-01,2017-04-30,239,"RPyGeo"
2017-05-01,2017-05-31,219,"RPyGeo"
2017-06-01,2017-06-30,209,"RPyGeo"
2017-07-01,2017-07-31,226,"RPyGeo"
2017-08-01,2017-08-31,182,"RPyGeo"
2017-09-01,2017-09-30,181,"RPyGeo"
2017-10-01,2017-10-31,230,"RPyGeo"
2017-11-01,2017-11-30,199,"RPyGeo"
2017-12-01,2017-12-31,122,"RPyGeo"
2018-01-01,2018-01-31,183,"RPyGeo"
2018-02-01,2018-02-28,181,"RPyGeo"
2018-03-01,2018-03-31,158,"RPyGeo"
2018-04-01,2018-04-30,210,"RPyGeo"
2018-05-01,2018-05-31,241,"RPyGeo"
2018-06-01,2018-06-30,177,"RPyGeo"
2018-07-01,2018-07-31,205,"RPyGeo"
2018-08-01,2018-08-31,163,"RPyGeo"
2018-09-01,2018-09-30,301,"RPyGeo"
2018-10-01,2018-10-31,300,"RPyGeo"
2018-11-01,2018-11-30,454,"RPyGeo"
2018-12-01,2018-12-31,404,"RPyGeo"
2019-01-01,2019-01-31,526,"RPyGeo"
2019-02-01,2019-02-28,440,"RPyGeo"
2019-03-01,2019-03-31,414,"RPyGeo"
2019-04-01,2019-04-30,467,"RPyGeo"
2019-05-01,2019-05-31,694,"RPyGeo"
2019-06-01,2019-06-30,346,"RPyGeo"
2019-07-01,2019-07-31,534,"RPyGeo"
2019-08-01,2019-08-31,419,"RPyGeo"
2019-09-01,2019-09-30,466,"RPyGeo"
2019-10-01,2019-10-31,403,"RPyGeo"
2019-11-01,2019-11-30,419,"RPyGeo"
2019-12-01,2019-12-31,477,"RPyGeo"
2020-01-01,2020-01-31,659,"RPyGeo"
2020-02-01,2020-02-29,516,"RPyGeo"
2020-03-01,2020-03-31,524,"RPyGeo"
2020-04-01,2020-04-30,642,"RPyGeo"
2020-05-01,2020-05-07,111,"RPyGeo"
2015-01-01,2015-01-31,1138,"RSAGA"
2015-02-01,2015-02-28,1028,"RSAGA"
2015-03-01,2015-03-31,1132,"RSAGA"
2015-04-01,2015-04-30,3158,"RSAGA"
2015-05-01,2015-05-31,4168,"RSAGA"
2015-06-01,2015-06-30,2303,"RSAGA"
2015-07-01,2015-07-31,1512,"RSAGA"
2015-08-01,2015-08-31,1538,"RSAGA"
2015-09-01,2015-09-30,2979,"RSAGA"
2015-10-01,2015-10-31,2466,"RSAGA"
2015-11-01,2015-11-30,3097,"RSAGA"
2015-12-01,2015-12-31,1209,"RSAGA"
2016-01-01,2016-01-31,2216,"RSAGA"
2016-02-01,2016-02-29,2532,"RSAGA"
2016-03-01,2016-03-31,2527,"RSAGA"
2016-04-01,2016-04-30,1237,"RSAGA"
2016-05-01,2016-05-31,1312,"RSAGA"
2016-06-01,2016-06-30,1263,"RSAGA"
2016-07-01,2016-07-31,1162,"RSAGA"
2016-08-01,2016-08-31,1206,"RSAGA"
2016-09-01,2016-09-30,1358,"RSAGA"
2016-10-01,2016-10-31,1577,"RSAGA"
2016-11-01,2016-11-30,2057,"RSAGA"
2016-12-01,2016-12-31,1143,"RSAGA"
2017-01-01,2017-01-31,1716,"RSAGA"
2017-02-01,2017-02-28,1431,"RSAGA"
2017-03-01,2017-03-31,1710,"RSAGA"
2017-04-01,2017-04-30,1740,"RSAGA"
2017-05-01,2017-05-31,1905,"RSAGA"
2017-06-01,2017-06-30,1807,"RSAGA"
2017-07-01,2017-07-31,1627,"RSAGA"
2017-08-01,2017-08-31,1275,"RSAGA"
2017-09-01,2017-09-30,1448,"RSAGA"
2017-10-01,2017-10-31,1552,"RSAGA"
2017-11-01,2017-11-30,1537,"RSAGA"
2017-12-01,2017-12-31,1445,"RSAGA"
2018-01-01,2018-01-31,1513,"RSAGA"
2018-02-01,2018-02-28,2164,"RSAGA"
2018-03-01,2018-03-31,2952,"RSAGA"
2018-04-01,2018-04-30,2389,"RSAGA"
2018-05-01,2018-05-31,2922,"RSAGA"
2018-06-01,2018-06-30,2315,"RSAGA"
2018-07-01,2018-07-31,3079,"RSAGA"
2018-08-01,2018-08-31,1958,"RSAGA"
2018-09-01,2018-09-30,2272,"RSAGA"
2018-10-01,2018-10-31,2703,"RSAGA"
2018-11-01,2018-11-30,3286,"RSAGA"
2018-12-01,2018-12-31,2484,"RSAGA"
2019-01-01,2019-01-31,2821,"RSAGA"
2019-02-01,2019-02-28,2563,"RSAGA"
2019-03-01,2019-03-31,2997,"RSAGA"
2019-04-01,2019-04-30,2776,"RSAGA"
2019-05-01,2019-05-31,3202,"RSAGA"
2019-06-01,2019-06-30,2256,"RSAGA"
2019-07-01,2019-07-31,2569,"RSAGA"
2019-08-01,2019-08-31,2437,"RSAGA"
2019-09-01,2019-09-30,2555,"RSAGA"
2019-10-01,2019-10-31,3049,"RSAGA"
2019-11-01,2019-11-30,2762,"RSAGA"
2019-12-01,2019-12-31,2599,"RSAGA"
2020-01-01,2020-01-31,3253,"RSAGA"
2020-02-01,2020-02-29,3085,"RSAGA"
2020-03-01,2020-03-31,2986,"RSAGA"
2020-04-01,2020-04-30,3081,"RSAGA"
2020-05-01,2020-05-07,573,"RSAGA"
2015-01-01,2015-01-31,628,"RSurvey"
2015-02-01,2015-02-28,623,"RSurvey"
2015-03-01,2015-03-31,773,"RSurvey"
2015-04-01,2015-04-30,717,"RSurvey"
2015-05-01,2015-05-31,568,"RSurvey"
2015-06-01,2015-06-30,470,"RSurvey"
2015-07-01,2015-07-31,401,"RSurvey"
2015-08-01,2015-08-31,542,"RSurvey"
2015-09-01,2015-09-30,405,"RSurvey"
2015-10-01,2015-10-31,471,"RSurvey"
2015-11-01,2015-11-30,505,"RSurvey"
2015-12-01,2015-12-31,345,"RSurvey"
2016-01-01,2016-01-31,387,"RSurvey"
2016-02-01,2016-02-29,428,"RSurvey"
2016-03-01,2016-03-31,376,"RSurvey"
2016-04-01,2016-04-30,280,"RSurvey"
2016-05-01,2016-05-31,306,"RSurvey"
2016-06-01,2016-06-30,288,"RSurvey"
2016-07-01,2016-07-31,353,"RSurvey"
2016-08-01,2016-08-31,275,"RSurvey"
2016-09-01,2016-09-30,308,"RSurvey"
2016-10-01,2016-10-31,282,"RSurvey"
2016-11-01,2016-11-30,397,"RSurvey"
2016-12-01,2016-12-31,262,"RSurvey"
2017-01-01,2017-01-31,292,"RSurvey"
2017-02-01,2017-02-28,2178,"RSurvey"
2017-03-01,2017-03-31,547,"RSurvey"
2017-04-01,2017-04-30,482,"RSurvey"
2017-05-01,2017-05-31,352,"RSurvey"
2017-06-01,2017-06-30,278,"RSurvey"
2017-07-01,2017-07-31,447,"RSurvey"
2017-08-01,2017-08-31,279,"RSurvey"
2017-09-01,2017-09-30,284,"RSurvey"
2017-10-01,2017-10-31,313,"RSurvey"
2017-11-01,2017-11-30,960,"RSurvey"
2017-12-01,2017-12-31,277,"RSurvey"
2018-01-01,2018-01-31,327,"RSurvey"
2018-02-01,2018-02-28,300,"RSurvey"
2018-03-01,2018-03-31,265,"RSurvey"
2018-04-01,2018-04-30,471,"RSurvey"
2018-05-01,2018-05-31,338,"RSurvey"
2018-06-01,2018-06-30,213,"RSurvey"
2018-07-01,2018-07-31,285,"RSurvey"
2018-08-01,2018-08-31,230,"RSurvey"
2018-09-01,2018-09-30,582,"RSurvey"
2018-10-01,2018-10-31,551,"RSurvey"
2018-11-01,2018-11-30,507,"RSurvey"
2018-12-01,2018-12-31,446,"RSurvey"
2019-01-01,2019-01-31,595,"RSurvey"
2019-02-01,2019-02-28,517,"RSurvey"
2019-03-01,2019-03-31,658,"RSurvey"
2019-04-01,2019-04-30,621,"RSurvey"
2019-05-01,2019-05-31,1100,"RSurvey"
2019-06-01,2019-06-30,487,"RSurvey"
2019-07-01,2019-07-31,829,"RSurvey"
2019-08-01,2019-08-31,578,"RSurvey"
2019-09-01,2019-09-30,685,"RSurvey"
2019-10-01,2019-10-31,811,"RSurvey"
2019-11-01,2019-11-30,601,"RSurvey"
2019-12-01,2019-12-31,777,"RSurvey"
2020-01-01,2020-01-31,1242,"RSurvey"
2020-02-01,2020-02-29,812,"RSurvey"
2020-03-01,2020-03-31,774,"RSurvey"
2020-04-01,2020-04-30,964,"RSurvey"
2020-05-01,2020-05-07,149,"RSurvey"
2015-01-01,2015-01-31,482,"rtop"
2015-02-01,2015-02-28,392,"rtop"
2015-03-01,2015-03-31,450,"rtop"
2015-04-01,2015-04-30,545,"rtop"
2015-05-01,2015-05-31,478,"rtop"
2015-06-01,2015-06-30,445,"rtop"
2015-07-01,2015-07-31,444,"rtop"
2015-08-01,2015-08-31,491,"rtop"
2015-09-01,2015-09-30,409,"rtop"
2015-10-01,2015-10-31,495,"rtop"
2015-11-01,2015-11-30,404,"rtop"
2015-12-01,2015-12-31,328,"rtop"
2016-01-01,2016-01-31,390,"rtop"
2016-02-01,2016-02-29,374,"rtop"
2016-03-01,2016-03-31,292,"rtop"
2016-04-01,2016-04-30,238,"rtop"
2016-05-01,2016-05-31,328,"rtop"
2016-06-01,2016-06-30,308,"rtop"
2016-07-01,2016-07-31,347,"rtop"
2016-08-01,2016-08-31,288,"rtop"
2016-09-01,2016-09-30,670,"rtop"
2016-10-01,2016-10-31,470,"rtop"
2016-11-01,2016-11-30,457,"rtop"
2016-12-01,2016-12-31,310,"rtop"
2017-01-01,2017-01-31,439,"rtop"
2017-02-01,2017-02-28,343,"rtop"
2017-03-01,2017-03-31,339,"rtop"
2017-04-01,2017-04-30,428,"rtop"
2017-05-01,2017-05-31,333,"rtop"
2017-06-01,2017-06-30,254,"rtop"
2017-07-01,2017-07-31,373,"rtop"
2017-08-01,2017-08-31,245,"rtop"
2017-09-01,2017-09-30,293,"rtop"
2017-10-01,2017-10-31,306,"rtop"
2017-11-01,2017-11-30,266,"rtop"
2017-12-01,2017-12-31,156,"rtop"
2018-01-01,2018-01-31,1289,"rtop"
2018-02-01,2018-02-28,349,"rtop"
2018-03-01,2018-03-31,270,"rtop"
2018-04-01,2018-04-30,524,"rtop"
2018-05-01,2018-05-31,422,"rtop"
2018-06-01,2018-06-30,264,"rtop"
2018-07-01,2018-07-31,336,"rtop"
2018-08-01,2018-08-31,242,"rtop"
2018-09-01,2018-09-30,518,"rtop"
2018-10-01,2018-10-31,457,"rtop"
2018-11-01,2018-11-30,437,"rtop"
2018-12-01,2018-12-31,375,"rtop"
2019-01-01,2019-01-31,475,"rtop"
2019-02-01,2019-02-28,429,"rtop"
2019-03-01,2019-03-31,523,"rtop"
2019-04-01,2019-04-30,542,"rtop"
2019-05-01,2019-05-31,972,"rtop"
2019-06-01,2019-06-30,434,"rtop"
2019-07-01,2019-07-31,754,"rtop"
2019-08-01,2019-08-31,520,"rtop"
2019-09-01,2019-09-30,596,"rtop"
2019-10-01,2019-10-31,608,"rtop"
2019-11-01,2019-11-30,573,"rtop"
2019-12-01,2019-12-31,667,"rtop"
2020-01-01,2020-01-31,1118,"rtop"
2020-02-01,2020-02-29,719,"rtop"
2020-03-01,2020-03-31,716,"rtop"
2020-04-01,2020-04-30,816,"rtop"
2020-05-01,2020-05-07,134,"rtop"
2015-01-01,2015-01-31,1947,"rworldmap"
2015-02-01,2015-02-28,1834,"rworldmap"
2015-03-01,2015-03-31,2262,"rworldmap"
2015-04-01,2015-04-30,2554,"rworldmap"
2015-05-01,2015-05-31,2395,"rworldmap"
2015-06-01,2015-06-30,2207,"rworldmap"
2015-07-01,2015-07-31,1846,"rworldmap"
2015-08-01,2015-08-31,1891,"rworldmap"
2015-09-01,2015-09-30,2027,"rworldmap"
2015-10-01,2015-10-31,2865,"rworldmap"
2015-11-01,2015-11-30,2830,"rworldmap"
2015-12-01,2015-12-31,2169,"rworldmap"
2016-01-01,2016-01-31,2446,"rworldmap"
2016-02-01,2016-02-29,3998,"rworldmap"
2016-03-01,2016-03-31,3483,"rworldmap"
2016-04-01,2016-04-30,3031,"rworldmap"
2016-05-01,2016-05-31,3224,"rworldmap"
2016-06-01,2016-06-30,3061,"rworldmap"
2016-07-01,2016-07-31,3158,"rworldmap"
2016-08-01,2016-08-31,3331,"rworldmap"
2016-09-01,2016-09-30,3407,"rworldmap"
2016-10-01,2016-10-31,3923,"rworldmap"
2016-11-01,2016-11-30,5275,"rworldmap"
2016-12-01,2016-12-31,4115,"rworldmap"
2017-01-01,2017-01-31,4074,"rworldmap"
2017-02-01,2017-02-28,4169,"rworldmap"
2017-03-01,2017-03-31,5242,"rworldmap"
2017-04-01,2017-04-30,5021,"rworldmap"
2017-05-01,2017-05-31,5630,"rworldmap"
2017-06-01,2017-06-30,5280,"rworldmap"
2017-07-01,2017-07-31,4249,"rworldmap"
2017-08-01,2017-08-31,3633,"rworldmap"
2017-09-01,2017-09-30,3335,"rworldmap"
2017-10-01,2017-10-31,4602,"rworldmap"
2017-11-01,2017-11-30,4890,"rworldmap"
2017-12-01,2017-12-31,3842,"rworldmap"
2018-01-01,2018-01-31,4491,"rworldmap"
2018-02-01,2018-02-28,3933,"rworldmap"
2018-03-01,2018-03-31,5523,"rworldmap"
2018-04-01,2018-04-30,5148,"rworldmap"
2018-05-01,2018-05-31,4717,"rworldmap"
2018-06-01,2018-06-30,4006,"rworldmap"
2018-07-01,2018-07-31,3637,"rworldmap"
2018-08-01,2018-08-31,3119,"rworldmap"
2018-09-01,2018-09-30,4417,"rworldmap"
2018-10-01,2018-10-31,6078,"rworldmap"
2018-11-01,2018-11-30,6786,"rworldmap"
2018-12-01,2018-12-31,4715,"rworldmap"
2019-01-01,2019-01-31,5724,"rworldmap"
2019-02-01,2019-02-28,5623,"rworldmap"
2019-03-01,2019-03-31,7197,"rworldmap"
2019-04-01,2019-04-30,6368,"rworldmap"
2019-05-01,2019-05-31,57206,"rworldmap"
2019-06-01,2019-06-30,5078,"rworldmap"
2019-07-01,2019-07-31,4834,"rworldmap"
2019-08-01,2019-08-31,4328,"rworldmap"
2019-09-01,2019-09-30,4742,"rworldmap"
2019-10-01,2019-10-31,6766,"rworldmap"
2019-11-01,2019-11-30,6790,"rworldmap"
2019-12-01,2019-12-31,5818,"rworldmap"
2020-01-01,2020-01-31,6317,"rworldmap"
2020-02-01,2020-02-29,5857,"rworldmap"
2020-03-01,2020-03-31,6275,"rworldmap"
2020-04-01,2020-04-30,6126,"rworldmap"
2020-05-01,2020-05-07,1206,"rworldmap"
2015-01-01,2015-01-31,900,"rworldxtra"
2015-02-01,2015-02-28,598,"rworldxtra"
2015-03-01,2015-03-31,683,"rworldxtra"
2015-04-01,2015-04-30,882,"rworldxtra"
2015-05-01,2015-05-31,649,"rworldxtra"
2015-06-01,2015-06-30,683,"rworldxtra"
2015-07-01,2015-07-31,517,"rworldxtra"
2015-08-01,2015-08-31,607,"rworldxtra"
2015-09-01,2015-09-30,667,"rworldxtra"
2015-10-01,2015-10-31,777,"rworldxtra"
2015-11-01,2015-11-30,809,"rworldxtra"
2015-12-01,2015-12-31,638,"rworldxtra"
2016-01-01,2016-01-31,695,"rworldxtra"
2016-02-01,2016-02-29,754,"rworldxtra"
2016-03-01,2016-03-31,630,"rworldxtra"
2016-04-01,2016-04-30,627,"rworldxtra"
2016-05-01,2016-05-31,723,"rworldxtra"
2016-06-01,2016-06-30,662,"rworldxtra"
2016-07-01,2016-07-31,713,"rworldxtra"
2016-08-01,2016-08-31,918,"rworldxtra"
2016-09-01,2016-09-30,853,"rworldxtra"
2016-10-01,2016-10-31,835,"rworldxtra"
2016-11-01,2016-11-30,1208,"rworldxtra"
2016-12-01,2016-12-31,943,"rworldxtra"
2017-01-01,2017-01-31,971,"rworldxtra"
2017-02-01,2017-02-28,855,"rworldxtra"
2017-03-01,2017-03-31,1102,"rworldxtra"
2017-04-01,2017-04-30,1120,"rworldxtra"
2017-05-01,2017-05-31,996,"rworldxtra"
2017-06-01,2017-06-30,870,"rworldxtra"
2017-07-01,2017-07-31,869,"rworldxtra"
2017-08-01,2017-08-31,774,"rworldxtra"
2017-09-01,2017-09-30,809,"rworldxtra"
2017-10-01,2017-10-31,992,"rworldxtra"
2017-11-01,2017-11-30,1080,"rworldxtra"
2017-12-01,2017-12-31,743,"rworldxtra"
2018-01-01,2018-01-31,1222,"rworldxtra"
2018-02-01,2018-02-28,1065,"rworldxtra"
2018-03-01,2018-03-31,1196,"rworldxtra"
2018-04-01,2018-04-30,1147,"rworldxtra"
2018-05-01,2018-05-31,957,"rworldxtra"
2018-06-01,2018-06-30,857,"rworldxtra"
2018-07-01,2018-07-31,873,"rworldxtra"
2018-08-01,2018-08-31,797,"rworldxtra"
2018-09-01,2018-09-30,1118,"rworldxtra"
